,Show_Id,Type,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Listed_In,Description
5835,s5836,Movie,Jim Jefferies: Freedumb,Ryan Polito,Jim Jefferies,United States,"July 1, 2016",2016,TV-MA,87 min,Stand-Up Comedy,"Returning For A Second Netflix Comedy Special, Jim Jefferies Unleashes His Famously Ferocious Black Humor To A Packed House In Nashville, Tennessee."
5836,s5837,TV Show,Marco Polo,"Raúl Campos, Jan Suter","Lorenzo Richelmy, Benedict Wong, Chin Han, Joan Chen, Michelle Yeoh, Rick Yune, Claudia Kim, Remy Hii, Zhu Zhu, Tom Wu, Mahesh Jadu, Olivia Cheng, Uli Latukefu, Pierfrancesco Favino, Jacqueline Chan, Leonard Wu, Gabriel Byrne",United States,"July 1, 2016",2016,TV-MA,2 Seasons,"TV Action & Adventure, TV Dramas","Set In A World Of Greed, Betrayal, Sexual Intrigue And Rivalry, “Marco Polo” Is Based On The Famed Explorer’S Adventures In Kublai Khan’S Court."
5837,s5838,Movie,X: Past Is Present,"Hemant Gaba, Pratim D. Gupta, Sudhish Kamath, Nalan Kumarasamy, Anu Menon, Sandeep Mohan, Qaushiq Mukherjee, Rajshree Ojha, Raja Sen, Abhinav Shiv Tiwari, Suparn Verma","Anshuman Jha, Rajat Kapoor, Pooja Ruparel, Piaa Bajpai, Huma Qureshi, Usha Uthup, Radhika Apte, Swara Bhaskar",India,"July 1, 2016",2015,TV-MA,105 min,"Dramas, Independent Movies, International Movies","When A Middle-Aged Filmmaker Meets An Alluring Stranger At A Party, He'S Haunted By Troubling Memories Of His Past Relationships."
5839,s5840,Movie,Sofía Niño de Rivera: Exposed,"Raúl Campos, Jan Suter",Sofía Niño de Rivera,Mexico,"June 24, 2016",2016,TV-MA,80 min,Stand-Up Comedy,Self-Deprecating Comic Sofía Niño De Rivera Puts Her Sarcasm On Full Display In This Stand-Up Special Filmed Live At Guadalajara'S Degollado Theater.
5840,s5841,Movie,The Fundamentals of Caring,Rob Burnett,"Paul Rudd, Craig Roberts, Selena Gomez, Jennifer Ehle, Megan Ferguson, Frederick Weller, Bobby Cannavale",United States,"June 24, 2016",2016,TV-MA,97 min,"Comedies, Dramas, Independent Movies","In This Inspirational Buddy Comedy, A Young Shut-In And His Caregiver Take A Road Trip In Search Of Landmarks, But End Up Finding Hope And Friendship."
5841,s5842,Movie,Ip Man 3,Wilson Yip,"Donnie Yen, Zhang Jin, Lynn Hung, Patrick Tam, Karena Ng, Kent Cheng, Bryan Leung, Louis Cheung, Danny Chan, Mike Tyson, Babyjohn Choi","China, Hong Kong","June 18, 2016",2015,PG-13,105 min,"Action & Adventure, Dramas, International Movies","Martial Arts Master Ip Springs Into Action When His Son'S School Is Threatened By A Shady American, Then Defends His Status As Wing Chun Champion."
5842,s5843,Movie,Bo Burnham: Make Happy,"Bo Burnham, Christopher Storer",Bo Burnham,United States,"June 3, 2016",2016,TV-MA,60 min,"Music & Musicals, Stand-Up Comedy","Combining His Trademark Wit And Self-Deprecating Humor With Original Music, Bo Burnham Offers Up His Unique Twist On Life In This Stand-Up Special."
5843,s5844,TV Show,Hibana: Spark,"Raúl Campos, Jan Suter","Kento Hayashi, Kazuki Namioka, Mugi Kadowaki, Masao Yoshii, Hideaki Murata, Nahana, Sayaka Yamamoto, Shota Sometani, Tomorowo Taguchi, Kaoru Kobayashi",Japan,"June 2, 2016",2016,TV-MA,1 Season,"International TV Shows, TV Dramas",A Dramatic Series About Friendship And Conflict Between Two Comedians Who Search For Meaning In Life And Comedy. Based On The Prize-Winning Book.
5844,s5845,TV Show,72 Cutest Animals,"Raúl Campos, Jan Suter",Unknown,Australia,"June 1, 2016",2016,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",This Series Examines The Nature Of Cuteness And How Adorability Helps Some Animal Species To Survive And Thrive In A Variety Of Environments.
5845,s5846,TV Show,72 Dangerous Places to Live,"Raúl Campos, Jan Suter",Mitch Ryan,Australia,"June 1, 2016",2016,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV","Get Up Close And Personal With Avalanches, Fiery Volcanoes And Other Natural Cataclysms, And Learn Why Some Choose To Live In Their Destructive Paths."
5846,s5847,Movie,The Do-Over,Steven Brill,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn, Nick Swardson, Catherine Bell, Michael Chiklis, Natasha Leggero, Sean Astin",United States,"May 27, 2016",2016,TV-MA,109 min,"Action & Adventure, Comedies",The Life Of A Bank Manager Is Turned Upside Down When A Friend From His Past Manipulates Him Into Faking His Own Death And Taking Off On An Adventure.
5847,s5848,Movie,Ali Wong: Baby Cobra,Jay Karas,Ali Wong,United States,"May 6, 2016",2016,TV-MA,60 min,Stand-Up Comedy,"Ali Wong'S Stand Up Special Delves Into Her Sexual Adventures, Hoarding, The Rocky Road To Pregnancy, And Why Feminism Is Terrible."
5848,s5849,Movie,Special Correspondents,Ricky Gervais,"Eric Bana, Ricky Gervais, Vera Farmiga, Kelly Macdonald, Kevin Pollak, America Ferrera, Raúl Castillo, Benjamin Bratt","Canada, United Kingdom, United States","April 29, 2016",2016,TV-MA,101 min,Comedies,"When They Lose Their Passports, A Bickering Radio Team Invents Phony Reports From A Combat Zone In A Ruse That Becomes Increasingly Complicated."
5849,s5850,Movie,Team Foxcatcher,Jon Greenhalgh,Unknown,United States,"April 29, 2016",2016,TV-MA,91 min,"Documentaries, Sports Movies","With Never-Before Seen Home Video, This Film Recounts The Paranoid Downward Spiral Of John E. Du Pont And The Murder Of Olympic Wrestler Dave Schultz."
5850,s5851,Movie,Patton Oswalt: Talking for Clapping,"Raúl Campos, Jan Suter",Patton Oswalt,United States,"April 22, 2016",2016,TV-MA,66 min,Stand-Up Comedy,"On Stage In San Francisco, The Comedian Covers Topics Like Old People Getting Drugs, His Worst Stand-Up Set, Gay Proms And A Horrible Birthday Clown."
5851,s5852,Movie,Belgica,"Felix Van Groeningen, Felix van Groeningen","Stef Aerts, Tom Vermeir, Charlotte Vandermeersch, Hélène Devos, Boris Van Severen, Sara De Bosschere, Dominique Van Malder, Sam Louwyck, Stefaan De Winter, Silvanus Saow","Belgium, France, Netherlands","April 15, 2016",2016,TV-MA,127 min,"Dramas, International Movies","Two Brothers Become Partners In A Modest Nightclub And Turn It Into The Hottest Spot In Town, But Their Exhilarating Run Of Success Comes At A Price."
5852,s5853,Movie,Hush,Mike Flanagan,"John Gallagher Jr., Kate Siegel, Michael Trucco, Samantha Sloyan, Emma Graves",United States,"April 8, 2016",2016,R,82 min,"Horror Movies, Thrillers",A Deaf Writer Who Retreated Into The Woods To Live A Solitary Life Must Fight For Her Life In Silence When A Masked Killer Appears In Her Window.
5853,s5854,TV Show,Cyborg 009 VS Devilman,"Raúl Campos, Jan Suter","Jun Fukuyama, Shintaro Asanuma, Haruka Shiraishi, Tomoaki Maeno, M・A・O, Hiroki Touchi, Takeshi Koyama, Yu Mizushima, Hozumi Goda, Ayumu Okamura, Saori Hayami, Satoshi Hino, Johnny Yong Bosch, Bryce Papenbrook, Christine Marie Cabanos, Spike Spencer, Stephanie Sheh, Michael Sinterniklaas, Keith Silverstein, Joey Lotsko, Tony Azzolino, Steve Staley, Cristina Vee, Christopher Corey Smith","Japan, United States","April 1, 2016",2015,TV-MA,1 Season,"Anime Series, International TV Shows","When A Black Ghost Scientist Releases Newly Modified Cyborgs And Mysterious Demons Appear In Tokyo, The Worlds Of ""Devilman"" And ""Cyborg 009"" Meet."
5854,s5855,Movie,Frank and Cindy,G.J. Echternkamp,Unknown,United States,"April 1, 2016",2007,TV-MA,70 min,"Documentaries, Music & Musicals","Frank Was A Rising Pop Star When He Married Cindy, But Decades Of Dashed Dreams And Alcoholism Have Left The Pair Struggling To Find Happiness."
5855,s5856,TV Show,Justin Time,"Raúl Campos, Jan Suter","Gage Munroe, Scott McCord, Jenna Warren",Canada,"April 1, 2016",2012,TV-Y,2 Seasons,Kids' TV,"In Justin'S Dreams, He And His Imaginary Friends Olive And Squidgy Travel Around The World Learning About Nature And Other Cultures."
5856,s5857,TV Show,Terrace House: Boys & Girls in the City,"Raúl Campos, Jan Suter","You, Reina Triendl, Ryota Yamasato, Yoshimi Tokui, Azusa Babazono, Ayumu Mochizuki, Kentaro",Japan,"April 1, 2016",2016,TV-14,2 Seasons,"International TV Shows, Reality TV","A New Set Of Six Men And Women Start Their Lives Together Under One Roof. All They Get Is A Fabulous Home And A Car. As Always, There Is No Script."
5857,s5858,Movie,Kung Fu Panda: Secrets of the Scroll,Rodolphe Guenoden,"Jack Black, Dustin Hoffman, Seth Rogen, David Cross, Lucy Liu, Tara Macri, James Hong, Randall Duk Kim",United States,"March 25, 2016",2016,TV-PG,23 min,"Children & Family Movies, Comedies","When A Twist Of Fate Brings Five Unlikely Animals Together, They Find That Combining Their Unique Kung Fu Styles As A Team Makes The Perfect Weapon!"
5858,s5859,Movie,He Never Died,Jason Krawczyk,"Henry Rollins, Booboo Stewart, Kate Greenhouse, Jordan Todosey, David Richmond-Peck, James Cade, Don Francks, Steven Ogg",Canada,"March 18, 2016",2015,R,97 min,"Comedies, Horror Movies",A Reclusive Immortal Who Needs Human Flesh But Tries To Stay Clean Finds Himself Cast Back Into Society By A Gang Of Thugs And His Estranged Daughter.
5859,s5860,Movie,Jimmy Carr: Funny Business,Sam Wrench,Jimmy Carr,United Kingdom,"March 18, 2016",2016,TV-MA,62 min,Stand-Up Comedy,British Comedian Jimmy Carr Unleashes His Deadpan Delivery And Wickedly Funny One-Liners To A Sold-Out Audience At The Uk'S Hammersmith Apollo.
5860,s5861,Movie,My Beautiful Broken Brain,"Sophie Robinson, Lotje Sodderland","Sophie Robinson, Lotje Sodderland",United Kingdom,"March 18, 2016",2016,TV-14,84 min,"Documentaries, International Movies","After Suffering A Stroke At Age 34, A Woman Documents Her Struggles, Setbacks And Eventual Breakthrough As She Relearns To Speak, Read And Write."
5861,s5862,Movie,Pee-wee's Big Holiday,John Lee,"Paul Reubens, Joe Manganiello, Jessica Pohly, Alia Shawkat, Stephanie Beatriz, Brad William Henke, Hal Landon Jr., Diane Salinger, Patrick Egan, Tara Buck, Richard Riehle",United States,"March 18, 2016",2016,TV-PG,90 min,"Children & Family Movies, Comedies, Cult Movies",A Chance Encounter With A Mysterious Stranger (Joe Manganiello) Points Pee-Wee Toward His Destiny – And His First-Ever Holiday!
5862,s5863,TV Show,Netflix Presents: The Characters,"Raúl Campos, Jan Suter","Lauren Lapkus, John Early, Henry Zebrowski, Kate Berlant, Natasha Rothwell, Paul W. Downs, Tim Robinson, Dr. Brown",United States,"March 11, 2016",2016,TV-MA,1 Season,TV Comedies,We Asked Eight Up-And-Coming Comedians For Their Wildest Sketch And Improv Routines – And Got A New Comedy Series Unlike Anything Else.
5863,s5864,TV Show,Your lie in April,"Raúl Campos, Jan Suter","Natsuki Hanae, Risa Taneda, Ayane Sakura, Ryota Osaka, Saori Hayami, Yuki Kaji",Japan,"March 1, 2016",2014,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows","After His Mother'S Death, A Piano Prodigy'S Will To Play Disappears. But Meeting A Free-Spirited Girl Who Plays The Violin Turns His Life Around."
5864,s5865,Movie,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Yuen Wo-Ping,"Michelle Yeoh, Donnie Yen, Harry Shum Jr., Natasha Liu Bordizzo, Jason Scott Lee, Eugenia Yuan, Roger Yuan, Juju Chan, Chris Pang, Woon Young Park, Darryl Quon","China, United States","February 26, 2016",2016,PG-13,101 min,"Action & Adventure, Romantic Movies",Renowned Warrior Yu Shu-Lien Comes Out Of Retirement To Keep The Legendary Green Destiny Sword Away From Villainous Warlord Hades Dai.
5865,s5866,Movie,Marvel Super Hero Adventures: Frost Fight!,Mitch Schauer,"Mick Wingert, Matthew Mercer, Travis Willingham, Fred Tatasciore, Grey DeLisle, Troy Baker, Antony Del Rio, Trevor Devall, Kevin Michael Richardson, Steve Blum, Jane Singer",United States,"February 24, 2016",2015,PG,74 min,"Children & Family Movies, Sci-Fi & Fantasy","In This Christmas-Themed Special, Captain America And The Avengers Battle Loki And Ymir, Who Plot To Steal Santa Claus' Powers And Conquer The World."
5866,s5867,TV Show,Cooked,"Raúl Campos, Jan Suter",Michael Pollan,United States,"February 19, 2016",2016,TV-14,1 Season,Docuseries,"As He Tries His Hand At Baking, Brewing And Braising, Acclaimed Food Writer Michael Pollan Explores How Cooking Transforms Food And Shapes Our World."
5867,s5868,TV Show,Care Bears & Cousins,"Raúl Campos, Jan Suter","Michael Sinterniklaas, Michaela Dean, Doug Erholtz, Braeden Fox, Olivia Hack, David Lodge, Nayo Wallace, Ryan Wiesbrock",United States,"February 5, 2016",2016,TV-Y,2 Seasons,Kids' TV,"The Whole Huggable Gang Is Back, Bringing Tales Of Caring And Sharing To A New Generation. And Now The Care Bear Cousins Are Here To Join The Fun!"
5868,s5869,Movie,Hannibal Buress: Comedy Camisado,Lance Bangs,Hannibal Buress,United States,"February 5, 2016",2016,TV-MA,68 min,Stand-Up Comedy,"In A Special Packed With Stealthy Humor, Hannibal Buress Tackles Zipper Etiquette, The Legacy Of Steroids And The Fallout From His Bill Cosby Routine."
5869,s5870,TV Show,Turbo FAST,"Raúl Campos, Jan Suter","Reid Scott, John Eric Bentley, Amir Talai, Phil LaMarr, Grey DeLisle, Michael Patrick Bell, Eric Bauza",United States,"February 5, 2016",2016,TV-Y7,3 Seasons,Kids' TV,"Join Turbo And His Posse, The Fast Action Stunt Team. Filled With Comedy, Action And Fun, This Series Amps It Up To The Extreme."
5871,s5872,TV Show,Chelsea Does,"Raúl Campos, Jan Suter",Chelsea Handler,United States,"January 23, 2016",2016,TV-MA,1 Season,"Docuseries, Science & Nature TV","In A Provocative Documentary Series, Comedian Chelsea Handler Confronts Personal And Cultural Hang-Ups Around Four Topics That Fascinate Her."
5872,s5873,Movie,Ricardo O'Farrill Abrazo Genial,"Raúl Campos, Jan Suter",Ricardo O'Farrill,Mexico,"January 22, 2016",2016,TV-MA,92 min,Stand-Up Comedy,"Ricardo O'Farrill Brings His Sharp, Observational Humor To The Stage With A Relentless Sarcasm And Specific Mexican Sensibility. Prepare For Mockery."
5873,s5874,Movie,Ip Man,Wilson Yip,"Donnie Yen, Simon Yam, Louis Fan, Lam Ka Tung, Xing Yu, Wong You-nam, Chen Zhi Hui, Lynn Hung, Hiroyuki Ikeuchi","Hong Kong, China","January 15, 2016",2008,R,107 min,"Action & Adventure, Dramas, International Movies","An Occupying Japanese General Challenges Chinese Men To Duels To Prove The Superiority Of The Japanese, But Ip Man Refuses To Fight – At First."
5874,s5875,Movie,Ip Man 2,Wilson Yip,"Donnie Yen, Sammo Kam-Bo Hung, Huang Xiaoming, Simon Yam, Lynn Hung, Kanin Ngo, Kent Cheng, Darren Shahlavi, Louis Fan, Calvin Ka-Sing Cheng","Hong Kong, China","January 15, 2016",2010,R,108 min,"Action & Adventure, International Movies","New In Hong Kong, Martial Arts Instructor Ip Man Perseveres And Retaliates Against His Rivals' Opposition To The Wing Chun Fighting Style He Teaches."
5875,s5876,Movie,Tom Segura: Mostly Stories,Jay Karas,Tom Segura,United States,"January 8, 2016",2016,TV-MA,74 min,Stand-Up Comedy,"The Bearded, Bawdy And Comically Bitter Tom Segura Gets Real About Body Piercings, The ""Area 51"" Of Men'S Bodies, And The Lie He Told Mike Tyson."
5876,s5877,Movie,Marco Polo: One Hundred Eyes,Alik Sakharov,"Tom Wu, Benedict Wong, Michelle Yeoh",United States,"December 26, 2015",2015,TV-MA,29 min,Movies,A Defiant Warrior-Monk Arrives At Kublai Khan'S Court In Chains And Soon Earns His Tragic Nickname In This 30-Minute Origin Story.
5877,s5878,TV Show,Sammy & Co,"Raúl Campos, Jan Suter",Unknown,France,"December 25, 2015",2014,TV-Y,1 Season,"Kids' TV, TV Comedies","In An Underwater Village Bordering A Tropical Island, Two Young Turtles And Their Pals Keep Their Home Safe And Enjoy Adventures In The Big, Wild Sea."
5878,s5879,Movie,Mike Epps: Don't Take It Personal,L. Frazier,Mike Epps,United States,"December 18, 2015",2015,TV-MA,60 min,Stand-Up Comedy,Mike Epps Tears Up The Stage At L.A.'S Historic Orpheum Theatre In A Special Packed With Blistering Impressions And Unapologetically Raunchy Swagger.
5879,s5880,Movie,The Ridiculous 6,Frank Coraci,"Adam Sandler, Terry Crews, Jorge Garcia, Taylor Lautner, Rob Schneider, Luke Wilson, Will Forte, Steve Zahn, Harvey Keitel, Nick Nolte, Jon Lovitz, Whitney Cummings, David Spade, Danny Trejo, Nick Swardson, Blake Shelton, Vanilla Ice, Julia Jones, Saginaw Grant, Lavell Crawford, Steve Buscemi",United States,"December 11, 2015",2015,TV-14,120 min,"Action & Adventure, Comedies","When His Outlaw Dad Is Kidnapped, Tommy “White Knife” Stockburn Sets Off Across The West On A Rescue Mission With Five Brothers He Never Knew He Had."
5880,s5881,Movie,"Trailer Park Boys: Drunk, High and Unemployed: Live in Austin","Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells","Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth, Pat Roach, Tom Green, Verne Troyer, Jonathan Torrens",Canada,"December 9, 2015",2015,TV-MA,74 min,"Comedies, International Movies","Ricky, Julian And Bubbles Bring Their Trailer Park Humor Out Onto The Stage For A Night Of Bravado, Schemes And An Intoxicated Acting Demo."
5881,s5882,Movie,A Very Murray Christmas,Sofia Coppola,"Bill Murray, Miley Cyrus, George Clooney, Chris Rock, Amy Poehler, Michael Cera, Maya Rudolph, Rashida Jones, Jason Schwartzman, Paul Shaffer, Jenny Lewis, Phoenix",United States,"December 4, 2015",2015,TV-14,57 min,"Comedies, Music & Musicals","Bill Murray Rounds Up An All-Star Cast For An Evening Of Music, Mischief And Barroom Camaraderie In This Irreverent Twist On Holiday Variety Shows."
5882,s5883,TV Show,Atelier,"Raúl Campos, Jan Suter","Mirei Kiritani, Mao Daichi, Wakana Sakai, Masako Chiba, Maiko, Ken Kaito, Dori Sakurada, Nicole Ishida, Mayuko Kawakita",Japan,"December 1, 2015",2015,TV-PG,1 Season,"International TV Shows, TV Dramas","A Young ""Fabric Geek"" Lands A Job At An Upscale Japanese Lingerie Company – And Quickly Discovers She'Ll Need Help To Survive."
5883,s5884,Movie,Naomi and Ely's No Kiss List,Kristin Hanggi,"Victoria Justice, Pierson Fode, Matthew Daddario, Ryan Ward, Griffin Newman, Monique Coleman, Danny Flaherty",United States,"November 18, 2015",2015,TV-MA,91 min,"Comedies, Dramas, LGBTQ Movies","Naomi And Her Gay Best Friend, Ely, Have Been Inseparable Since Childhood, But Their Bond Faces Its Biggest Test Yet When They Fall For The Same Guy."
5884,s5885,Movie,John Mulaney: The Comeback Kid,Rhys Thomas,John Mulaney,United States,"November 13, 2015",2015,TV-MA,62 min,Stand-Up Comedy,"Armed With Boyish Charm And A Sharp Wit, The Former ""Snl"" Writer Offers Sly Takes On Marriage, His Beef With Babies And The Time He Met Bill Clinton."
